#SampleID,read_length_bp,sequences_split_libraries,observations_closed_ref_greengenes,observations_closed_ref_silva,observations_open_ref_greengenes,observations_deblur_90bp
2080.S45D435,151,29397,23656,23635,28273,17787
2080.S42D60.85,151,31252,25948,26884,29526,18410
2080.S42D735,151,34205,28684,29181,32212,19362
2080.S39D60.85,151,24932,20969,21769,23830,14803
2080.S39D435,151,30075,23825,24194,28565,17713
2080.S39D2585,151,24196,20544,20894,22893,14919
2080.S39D5329,151,30602,26332,26850,29059,18676
2080.S26D75.100,151,29707,22570,24546,28216,16449
2080.S26D350.400,151,29357,24175,24822,27734,15987
2080.S16D40,151,27375,22391,24025,26125,16601
2182.CPZF2C,151,32676,24541,24941,30388,16621
2182.CPZFOB,151,24788,14868,15120,18678,9912
2182.NKF0004,151,39415,15696,16052,25177,13564
2182.VHBJ0024,151,31204,20949,21394,28728,17228
2182.VHPBC0022,151,29573,20036,20786,26483,16714
2182.Z1FB,151,30590,23508,23946,29222,16081
2182.Z4RA,151,29764,23947,24591,28547,18742
2182.ZF12B,151,21717,16930,17124,20190,11213
2192.H01a.Bathroom.Door.Knob.102.lane1.NoIndex.L001,151,105308,102548,102818,105117,70587
2192.H01a.Kitchen.Light.Switch.195.lane2.NoIndex.L002,151,49094,47539,47574,48965,39532
2192.H01a.Front.Door.Knob.317.lane2.NoIndex.L002,151,71037,66714,67469,70603,45933
2192.H02a.Front.Door.Knob.773.lane2.NoIndex.L002,151,97424,94175,94302,97067,63254
2192.H02a.Bedroom.Floor.820.lane2.NoIndex.L002,151,60166,58451,58288,60009,34424
2192.H02a.Kitchen.Light.Switch.867.lane2.NoIndex.L002,151,54153,53479,53545,54107,46311
2192.H03a.Kitchen.Counter.1225.lane5.NoIndex.L005,151,141603,128517,130660,139679,81167
2192.H03a.Kitchen.Light.Switch.1299.lane5.NoIndex.L005,151,113147,106390,106972,112455,71571
2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005,151,111780,102734,104205,110518,73023
2192.H04a.Bedroom.Floor.1804.lane5.NoIndex.L005,151,113835,106527,105320,113251,80035
2192.H04a.Kitchen.Light.Switch.1875.lane6.NoIndex.L006,151,82289,76593,77409,81808,37415
2192.H04a.Front.Door.Knob.2045.lane2.NoIndex.L002,151,97606,94841,94487,97423,40450
2192.H04a.Bathroom.Door.Knob.2046.lane2.NoIndex.L002,151,82893,81565,81136,82796,30173
2192.H05b.Bathroom.Door.Knob.2454.lane2.NoIndex.L002,151,116366,112825,113370,116140,81766
2192.H05b.Front.Door.Knob.2693.lane5.NoIndex.L005,151,91878,86297,87447,91155,51962
2192.H05b.Kitchen.Light.Switch.2811.lane6.NoIndex.L006,151,53126,51772,52020,53021,41276
2192.H05b.Kitchen.Floor.2858.lane1.NoIndex.L001,151,60158,58766,58807,60033,34597
2192.H05b.Kitchen.Floor.2930.lane1.NoIndex.L001,151,62679,61389,61856,62581,49630
2192.H05b.Bedroom.Floor.2956.lane1.NoIndex.L001,151,54056,52115,51934,53944,23926
2192.H06a.Kitchen.Counter.3025.lane1.NoIndex.L001,151,66075,64066,62094,65915,37652
2192.H06b.Kitchen.Counter.3169.lane5.NoIndex.L005,151,70002,67751,67859,69814,44819
2192.H06b.Kitchen.Light.Switch.3267.lane2.NoIndex.L002,151,72876,69661,69769,72458,50194
2192.H07a.Kitchen.Counter.3673.lane2.NoIndex.L002,151,106931,98660,99213,106207,56750
2192.H07a.Kitchen.Floor.3674.lane2.NoIndex.L002,151,104656,100474,100874,104373,66775
2192.H07a.Bathroom.Door.Knob.3678.lane2.NoIndex.L002,151,96855,94783,95368,96693,73270
2192.H07b.Kitchen.Floor.4058.lane2.NoIndex.L002,151,109601,105948,105283,109177,62672
2192.H07b.Kitchen.Counter.4129.lane6.NoIndex.L006,151,61514,54202,55315,60580,32452
2192.H07b.Front.Door.Knob.4133.lane6.NoIndex.L006,151,79111,77788,78344,78981,65682
2192.H07b.Kitchen.Floor.4178.lane6.NoIndex.L006,151,51130,47208,47656,50853,22727
2192.H01a.Nose.39.lane6.NoIndex.L006,151,70967,67942,68195,70792,53747
2192.H01a.Nose.207.lane6.NoIndex.L006,151,39915,36285,37567,39660,26452
2192.H01a.Nose.327.lane6.NoIndex.L006,151,20173,17589,18347,19974,12077
2192.H03a.Nose.1215.lane6.NoIndex.L006,151,56111,48617,53133,55772,35538
2192.H04a.Nose.1857.lane6.NoIndex.L006,151,93951,80588,83297,92330,44596
2192.H05b.Nose.2409.lane5.NoIndex.L005,151,69804,68445,68196,69656,27824
2192.H05b.Nose.2508.lane5.NoIndex.L005,151,94055,92301,92462,93807,64439
2192.H05b.Nose.2532.lane5.NoIndex.L005,151,86235,84009,84360,86006,58650
2192.H05b.Nose.2628.lane5.NoIndex.L005,151,88706,85817,86399,88161,49743
2192.H07a.Nose.3660.lane6.NoIndex.L006,151,81631,80229,80046,81423,38173
2192.H07a.Nose.3681.lane6.NoIndex.L006,151,78130,76478,76664,77914,43668
2192.H07b.Nose.3849.lane1.NoIndex.L001,151,74876,72209,72349,74648,49826
2192.H07b.Nose.3873.lane1.NoIndex.L001,151,70071,67060,67338,69763,40818
2192.H07b.Nose.3945.lane1.NoIndex.L001,151,62699,61576,61534,62578,33068
2192.H07b.Nose.4113.lane1.NoIndex.L001,151,78898,77918,78429,78783,63289
2192.H01a.Hand.31.lane1.NoIndex.L001,151,101405,98664,98976,101231,51558
2192.H01a.Hand.79.lane1.NoIndex.L001,151,136742,133538,133665,136240,106996
2192.H02a.Foot.632.lane2.NoIndex.L002,151,72341,70315,70978,72145,51509
2192.H03a.Foot.1208.lane5.NoIndex.L005,151,70609,67474,68048,70329,46392
2192.H03a.Foot.1406.lane6.NoIndex.L006,151,87604,82057,82514,87255,37669
2192.H04a.Foot.1859.lane6.NoIndex.L006,151,81050,78515,78411,80698,46894
2192.H04a.Foot.1907.lane6.NoIndex.L006,151,70424,68856,68775,70240,47067
2192.H04a.Dog.Nose.1941.lane6.NoIndex.L006,151,82858,79318,79054,82510,43538
2192.H05b.Hand.2866.lane5.NoIndex.L005,151,72726,67492,52184,72162,47605
2192.H06b.Foot.3086.lane5.NoIndex.L005,151,54395,46516,46861,54083,24125
2192.H06b.Foot.3230.lane6.NoIndex.L006,151,63185,53907,56239,62162,31651
2192.H06b.Foot.3275.lane6.NoIndex.L006,151,80795,77652,77996,80521,45035
2192.H06b.Hand.3349.lane6.NoIndex.L006,151,80870,79838,79240,80727,58726
2192.H06b.Foot.3368.lane6.NoIndex.L006,151,84372,78690,78538,84071,36694
2229.B.I.chem.HE.juv1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,90651,32679,32901,90295,74123
2229.B.I.chem.HE.juv3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,87114,56704,54519,86278,66301
2229.MT.L.B.HE.st2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,100926,36992,44343,99504,68805
2229.S1.N1.7.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,80061,40235,47625,78621,46924
2229.S1.N11.EH1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,55606,22223,28407,55208,34815
2229.S1.N2.4.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,99265,41066,46347,98364,59176
2229.S1.N2.5.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,96625,44733,41449,95838,61995
2229.S1.N3.4.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,102771,61883,64592,102127,71818
2229.S1.N33.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,83245,35537,41007,82790,55755
2229.S1.T1.5.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,56184,37316,35630,55853,39027
2229.S1.T11.PS1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,86134,48644,58404,85269,53174
2229.S1.T12.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,134316,76636,91462,133627,87175
2229.S1.T2.5.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,66972,31479,30820,66603,45552
2229.S1.T21.EH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,86025,52048,62529,85209,55521
2229.S1.T21.ES4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,105401,59169,69626,104001,62275
2229.S1.T23.ES3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,84481,51621,58113,83239,49964
2229.S1.T23.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,111300,56562,61191,110377,69332
2229.S1.T33.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,107067,59885,54203,106206,66888
2229.S2.N1.4.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,64115,27058,33061,63746,43043
2229.S2.N23.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,78291,39110,46046,77391,48196
2229.S2.N23.PH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,85969,45018,53048,85276,53973
2229.S2.T1.6.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,92258,42143,45077,91602,58637
2229.S2.T1.6.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,97552,71623,72479,96922,62713
2229.S2.T11.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,118289,48891,68895,117395,75972
2229.S2.T12.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,73382,26446,38603,72771,45168
2229.S2.T12.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,73540,39778,45445,73088,47354
2229.S2.T2.4.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,119574,76786,82743,118448,73108
2229.S2.T2.6.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,110429,70583,66917,109546,70051
2229.S2.T2.6.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,108479,71316,68569,107512,67294
2229.S2.T21.ES1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,100451,63261,67273,98502,60370
2229.S2.T21.PS4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,108352,73163,81302,106891,63994
2229.S2.T22.ES2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,51840,24849,29337,49506,26576
2229.S2.T3.6.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,118281,64707,62743,117215,75078
2229.T.B.I.1.SE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,97424,61472,68631,95326,58025
2229.T.B.I.2.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,94937,42709,50142,93200,56845
2229.T.B.I.2.SE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,96825,54383,63752,94365,56557
2229.T.B.I.3.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,96556,56334,60981,95574,64368
2229.T.L.B.3.HE1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,92746,32340,34651,92084,63247
2229.W1.N3.4.SE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,99534,43426,49322,97572,55638
2229.W1.N3.5.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,115305,32562,63939,114132,76005
2229.W1.T1.4.HP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,95773,42092,39799,95251,65016
2229.W1.T11.EH1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,99243,66268,68606,98224,58870
2229.W1.T12.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,69784,33537,44469,69091,42917
2229.W1.T2.5.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,56302,30323,33513,55823,36948
2229.W1.T22.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,94574,53814,59391,93149,57253
2229.W1.T3.6.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,72264,33938,36049,71557,45401
2229.W1.T31.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,62566,27349,39437,62139,42699
2229.W1.T32.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,75541,45303,51499,75202,57812
2229.W1.T33.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,60830,25334,28961,60181,39171
2229.W1.T33.PS1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,139135,95350,99192,136409,76000
2229.W2.N1.7.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,101570,72724,79123,100744,69629
2229.W2.N1.9.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,110463,69019,77485,109498,72967
2229.W2.N22.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,89317,50850,65455,88668,56445
2229.W2.N23.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,77587,44265,49267,76787,49737
2229.W2.N23.ES3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,110579,67787,90200,109475,72432
2229.W2.N3.4.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,72922,57114,58229,72574,57030
2229.W2.N3.5.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,53910,22505,25991,53176,31685
2229.W2.N32.EH2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,70908,44801,49825,70411,49530
2229.W2.T1.4.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,47794,21281,20301,47492,34181
2229.W2.T13.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,69216,28947,35981,68709,44509
2229.W2.T21.PH3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,75172,29883,42792,73879,44866
2229.W2.T22.ES2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,87901,49019,55323,86833,52738
2229.W2.T3.4.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,145,54965,29544,26044,54544,36035
2229.W2.T33.PS5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,145,100331,44755,52833,98100,57826
2300.BB.12.anus,100,107766,43552,43735,101296,39651
2300.BB.2149.lavage20,100,142321,136401,136723,141566,105716
2300.BB.2150.lavageRNA,100,44285,13977,13982,41181,10680
2300.BB.03.colon,100,174243,147487,147836,169897,109539
2300.BB.4087.anus,100,157495,136594,137228,148516,102404
2300.BB.4087.lavage20,100,145105,139347,139643,144199,100213
2300.BB.08.lavage20,100,134329,107599,107786,122489,82534
2338.0626.1.I2,100,327784,210555,220715,323086,169662
2338.0627.8.I,100,110729,50182,55010,101634,39090
2338.0628.13.M,100,263234,94217,94314,208620,66999
2338.0628.2.E,100,100369,66570,70584,96673,49193
2338.0628.3.M,100,47783,46216,46222,47209,36102
2338.0702.2.E,100,281695,263550,264381,279625,211707
2338.0702.6.I,100,369543,358394,358535,365488,271036
2382.SH008.C6.HA.5.750.gp.9.12.lane8.NoIndex.L008.sequences,150,217182,215906,215173,217055,154289
2382.SH008.C6.HA.5.749.leav.9.12.lane8.NoIndex.L008.sequences,150,127538,127207,127131,127484,105195
2382.SH008.C6.HA.4.745.gp.9.12.lane8.NoIndex.L008.sequences,150,211322,210094,209328,211204,146623
2382.SH008.C6.HA.4.744.leav.9.12.lane8.NoIndex.L008.sequences,150,126173,125806,125673,126132,103064
2382.SH008.C6.HA.4.543.root.4.12.lane7.NoIndex.L007.sequences,150,74196,52291,55597,73223,37502
2382.SH008.C6.HA.3.740.gp.9.12.lane8.NoIndex.L008.sequences,150,143154,141708,141206,143043,94306
2382.SH008.C6.HA.3.739.leav.9.12.lane8.NoIndex.L008.sequences,150,129822,129397,129283,129771,105213
2382.SH008.C6.HA.3.111.r1.root.6.11.lane7.NoIndex.L007.sequences,150,492866,357022,379238,488605,287461
2382.SH008.C6.HA.2.735.gp.9.12.lane8.NoIndex.L008.sequences,150,220977,219537,218676,220846,152041
2382.SH008.C6.HA.2.734.leav.9.12.lane8.NoIndex.L008.sequences,150,129051,128509,128350,128990,102204
2382.SH008.C6.HA.2.732.rhizo.9.12.lane7.NoIndex.L007.sequences,150,106541,78509,85134,104720,54601
2382.SH008.C6.HA.1.SH008.leav.leav.9.12.lane8.NoIndex.L008.sequences,150,113923,113577,113482,113864,92799
2382.SH008.C6.HA.1.SH008.gp.gp.9.12.lane8.NoIndex.L008.sequences,150,203582,202181,201389,203481,141770
2382.SH008.C6.HA.1.730.gp.9.12.lane8.NoIndex.L008.sequences,150,232317,230061,228630,232193,137683
2382.SH008.C6.HA.1.729.leav.9.12.lane8.NoIndex.L008.sequences,150,117915,117407,117269,117867,95049
2382.SH008.C6.HA.1.728.root.9.12.lane7.NoIndex.L007.sequences,150,259505,181391,204356,257404,154792
2382.SH007.C6.RH.5.725.gp.9.12.lane8.NoIndex.L008.sequences,150,187136,186011,185271,187048,128339
2382.SH007.C6.RH.5.724.leav.9.12.lane8.NoIndex.L008.sequences,150,96645,96411,96344,96609,79109
2382.SH007.C6.RH.5.722.rhizo.9.12.lane7.NoIndex.L007.sequences,150,105485,79091,84680,103902,54332
2382.SH007.C6.RH.4.95.root.6.11.lane1.NoIndex.L001.sequences,150,63117,44269,47159,62191,33545
2382.SH007.C6.RH.4.720.gp.9.12.lane8.NoIndex.L008.sequences,150,204247,203180,202558,204148,147440
2382.SH007.C6.RH.4.719.leav.9.12.lane8.NoIndex.L008.sequences,150,128881,128519,128430,128828,106557
2382.SH007.C6.RH.4.718.root.9.12.lane7.NoIndex.L007.sequences,150,272688,204488,220889,270578,162095
2382.SH007.C6.RH.4.716.bulk.9.12.lane7.NoIndex.L007.sequences,150,94511,70344,75690,93065,46941
2382.SH007.C6.RH.4.318.root.9.11.lane1.NoIndex.L001.sequences,150,84150,56351,61441,82932,46860
2382.SH007.C6.RH.3.715.gp.9.12.lane8.NoIndex.L008.sequences,150,108447,107837,107460,108388,78112
2382.SH007.C6.RH.3.714.leav.9.12.lane8.NoIndex.L008.sequences,150,138902,138137,138038,138797,113466
2382.SH007.C6.RH.3.712.rhizo.9.12.lane7.NoIndex.L007.sequences,150,106748,80531,86330,104837,51772
2382.SH007.C6.RH.2.710.gp.9.12.lane8.NoIndex.L008.sequences,150,209191,208037,207398,209064,152677
2382.SH007.C6.RH.2.709.leav.9.12.lane8.NoIndex.L008.sequences,150,102123,101768,101648,102071,82094
2382.SH007.C6.RH.2.506.bulk.4.12.lane7.NoIndex.L007.sequences,150,108526,81628,87120,106696,53086
2382.SH007.C6.RH.1.704.leav.9.12.lane8.NoIndex.L008.sequences,150,125614,124695,124602,125496,100118
2382.SH007.C6.RH.1.702.rhizo.9.12.lane7.NoIndex.L007.sequences,150,67092,49800,53307,66110,35418
2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences,150,90905,65936,70603,89404,47889
2382.SH005.C3.RH.5.675.gp.9.12.lane8.NoIndex.L008.sequences,150,114694,113986,113590,114644,80935
2382.SH005.C3.RH.5.674.leav.9.12.lane8.NoIndex.L008.sequences,150,118597,118124,118066,118504,97718
2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences,150,112503,80797,88171,110665,57626
2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences,150,75372,56106,58510,74290,41186
2382.SH005.C3.RH.4.670.gp.9.12.lane8.NoIndex.L008.sequences,150,238943,237500,236558,238830,164926
2382.SH005.C3.RH.4.669.leav.9.12.lane8.NoIndex.L008.sequences,150,106861,106562,106495,106818,87788
2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences,150,269094,204040,221456,266994,158104
2382.SH005.C3.RH.4.55.root.6.11.lane1.NoIndex.L001.sequences,150,93871,69486,74049,92562,51655
2382.SH005.C3.RH.4.468.root.4.12.lane7.NoIndex.L007.sequences,150,94814,69705,73325,92817,45208
2382.SH005.C3.RH.4.270.r1.gp.9.11.lane8.NoIndex.L008.sequences,150,198576,196682,195635,198438,129113
2382.SH005.C3.RH.4.268.root.9.11.lane1.NoIndex.L001.sequences,150,87979,63514,67247,86600,48649
2382.SH005.C3.RH.3.665.gp.9.12.lane8.NoIndex.L008.sequences,150,276981,275074,273746,276779,180260
2382.SH005.C3.RH.3.664.leav.9.12.lane8.NoIndex.L008.sequences,150,117530,116277,116154,117444,93363
2382.SH005.C3.RH.3.463.root.4.12.lane7.NoIndex.L007.sequences,150,117605,81595,93068,116637,69806
2382.SH005.C3.RH.2.659.leav.9.12.lane8.NoIndex.L008.sequences,150,137551,137060,136958,137483,112951
2382.SH005.C3.RH.1.655.gp.9.12.lane8.NoIndex.L008.sequences,150,228566,226627,225988,228276,162325
2382.SH005.C3.RH.1.654.leav.9.12.lane8.NoIndex.L008.sequences,150,127728,126975,126895,127656,103757
2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences,150,350485,262994,289731,347606,202879
2382.SH005.C3.RH.1.651.bulk.9.12.lane7.NoIndex.L007.sequences,150,113022,82571,89715,111194,56916
2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences,150,86400,62409,65850,84877,46213
2382.SH004.C1.RH.5.625.gp.9.12.lane8.NoIndex.L008.sequences,150,115061,114461,114171,115007,85541
2382.SH004.C1.RH.5.624.leav.9.12.lane8.NoIndex.L008.sequences,150,130337,129930,129873,130271,106304
2382.SH004.C1.RH.5.423.root.4.12.lane7.NoIndex.L007.sequences,150,72090,55498,58638,70605,34636
2382.SH004.C1.RH.4.620.gp.9.12.lane8.NoIndex.L008.sequences,150,105825,105297,105023,105775,79219
2382.SH004.C1.RH.4.619.leav.9.12.lane8.NoIndex.L008.sequences,150,111866,111557,111483,111815,92283
2382.SH004.C1.RH.3.615.gp.9.12.lane8.NoIndex.L008.sequences,150,126062,125402,125000,126005,91974
2382.SH004.C1.RH.3.614.leav.9.12.lane8.NoIndex.L008.sequences,150,131359,131022,130961,131294,109420
2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences,150,67384,51383,54816,66230,33760
2382.SH004.C1.RH.3.215.r1.gp.9.11.lane8.NoIndex.L008.sequences,150,231855,230489,229759,231740,169770
2382.SH004.C1.RH.2.8.r1.leav.6.11.lane8.NoIndex.L008.sequences,150,111242,110795,110479,111176,84764
2382.SH004.C1.RH.2.610.gp.9.12.lane8.NoIndex.L008.sequences,150,202549,201443,200841,202449,147494
2382.SH004.C1.RH.2.609.leav.9.12.lane8.NoIndex.L008.sequences,150,98884,98493,98424,98836,82638
2382.SH004.C1.RH.2.607.rhizo.9.12.lane7.NoIndex.L007.sequences,150,82869,60541,64976,81628,43713
2382.SH004.C1.RH.2.408.root.4.12.lane7.NoIndex.L007.sequences,150,158541,124305,129362,157119,91318
2382.SH004.C1.RH.1.605.gp.9.12.lane8.NoIndex.L008.sequences,150,126169,125468,124926,126123,86274
2382.SH004.C1.RH.1.604.leav.9.12.lane8.NoIndex.L008.sequences,150,135236,134798,134704,135175,110579
2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences,150,118926,88819,95302,117564,64255
2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences,150,101924,74775,79314,99812,51285
2382.RU006.C181.RH.5.800.gp.9.12.lane8.NoIndex.L008.sequences,150,168635,167571,167069,168549,123379
2382.RU006.C181.RH.5.799.leav.9.12.lane8.NoIndex.L008.sequences,150,139125,138677,138572,139068,115636
2382.RU006.C181.RH.5.597.rhizo.4.12.lane7.NoIndex.L007.sequences,150,94046,70451,74695,92280,48283
2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences,150,91353,66398,71055,89392,49827
2382.RU006.C181.RH.4.795.gp.9.12.lane8.NoIndex.L008.sequences,150,232737,231415,230554,232627,163969
2382.RU006.C181.RH.4.794.leav.9.12.lane8.NoIndex.L008.sequences,150,111730,111092,111028,111658,93030
2382.RU006.C181.RH.4.793.root.9.12.lane7.NoIndex.L007.sequences,150,95452,70691,76604,94094,53606
2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences,150,85866,64621,68238,84146,48531
2382.RU006.C181.RH.3.790.gp.9.12.lane8.NoIndex.L008.sequences,150,111983,111382,111005,111929,79435
2382.RU006.C181.RH.3.789.leav.9.12.lane8.NoIndex.L008.sequences,150,144847,143575,143491,144722,119122
2382.RU006.C181.RH.3.588.root.4.12.lane7.NoIndex.L007.sequences,150,116516,86688,95079,115379,68127
2382.RU006.C181.RH.3.388.root.9.11.lane1.NoIndex.L001.sequences,150,115025,81730,87963,112631,61156
2382.RU006.C181.RH.2.785.gp.9.12.lane8.NoIndex.L008.sequences,150,124575,123815,123333,124520,85875
2382.RU006.C181.RH.2.784.leav.9.12.lane8.NoIndex.L008.sequences,150,88836,88556,88480,88778,73482
2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences,150,47618,34765,36967,46788,24231
2382.RU006.C181.RH.2.383.root.9.11.lane1.NoIndex.L001.sequences,150,96436,68867,74227,94717,55943
2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences,150,90807,63995,69573,89436,50002
2382.RU006.C181.RH.1.780.gp.9.12.lane8.NoIndex.L008.sequences,150,104523,104041,103709,104483,75960
2382.RU006.C181.RH.1.779.leav.9.12.lane8.NoIndex.L008.sequences,150,132498,132165,132122,132439,112053
2382.RU006.C181.RH.1.777.rhizo.9.12.lane7.NoIndex.L007.sequences,150,80082,59148,62944,78893,43581
2382.RU006.C181.RH.1.378.root.9.11.lane1.NoIndex.L001.sequences,150,93214,68158,72295,91446,49597
2382.MU002.C3.HA.5.700.gp.9.12.lane8.NoIndex.L008.sequences,150,160412,159370,158695,160331,107942
2382.MU002.C3.HA.5.699.leav.9.12.lane8.NoIndex.L008.sequences,150,125452,125054,124976,125400,104590
2382.MU002.C3.HA.5.298.root.9.11.lane1.NoIndex.L001.sequences,150,92122,63380,68008,89883,48813
2382.MU002.C3.HA.4.76.r1.leav.6.11.lane8.NoIndex.L008.sequences,150,122993,122656,122528,122948,100899
2382.MU002.C3.HA.4.695.gp.9.12.lane8.NoIndex.L008.sequences,150,124004,122982,122488,123893,84086
2382.MU002.C3.HA.4.694.leav.9.12.lane8.NoIndex.L008.sequences,150,97455,96422,96396,97348,81478
2382.MU002.C3.HA.4.295.r1.gp.9.11.lane8.NoIndex.L008.sequences,150,168152,167575,167488,168070,138789
2382.MU002.C3.HA.3.690.gp.9.12.lane8.NoIndex.L008.sequences,150,169795,168412,167703,169691,115174
2382.MU002.C3.HA.3.689.leav.9.12.lane8.NoIndex.L008.sequences,150,128038,127716,127702,127983,109364
2382.MU002.C3.HA.3.288.root.9.11.lane1.NoIndex.L001.sequences,150,78029,50220,55596,76750,43908
2382.MU002.C3.HA.2.685.gp.9.12.lane8.NoIndex.L008.sequences,150,177769,176260,175677,177658,123859
2382.MU002.C3.HA.2.684.leav.9.12.lane8.NoIndex.L008.sequences,150,143205,142751,142685,143124,119748
2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences,150,105611,77946,83629,104549,61520
2382.MU002.C3.HA.1.680.gp.9.12.lane8.NoIndex.L008.sequences,150,109339,108475,108136,109281,77000
2382.MU002.C3.HA.1.679.leav.9.12.lane8.NoIndex.L008.sequences,150,53609,53365,53342,53584,45199
2382.MU002.C3.HA.1.63.root.6.11.lane1.NoIndex.L001.sequences,150,120290,85465,91663,118658,68565
2382.HE003.C181.HA.5.775.gp.9.12.lane8.NoIndex.L008.sequences,150,233333,232054,231141,233244,162903
2382.HE003.C181.HA.5.774.leav.9.12.lane8.NoIndex.L008.sequences,150,112087,111643,111576,112029,92933
2382.HE003.C181.HA.5.772.rhizo.9.12.lane7.NoIndex.L007.sequences,150,85576,62916,67166,84325,46744
